url,Type,label
http://bobibank-kyc-pending.xyz/session/verify/,phishing,1
http://bobibank-account-block.click/session/account/secure?token=1254921&sid=6040073,phishing,1
http://bobibank-account-block.gq/u/session/verify?ts=3178478,phishing,1
http://yesbank-kyc-pending.gq/secure/secure/cust/auth?token=34552,phishing,1
http://yesbank-account-block.xyz/auth/u/login/auth,phishing,1
http://yesbank-verify-now.click/login/session/session/home,phishing,1
http://idfc-kyc-update.gq/verify/login?sid=1959245,phishing,1
http://idfc-kyc-verify.gq/m/signin?ts=3301185,phishing,1
http://idfc-verify-now.top/u/secure/,phishing,1
http://idfc-secure-login.xyz/id/verify/signin?sid=2489377&session=5028456,phishing,1
http://idfc-secure-login.gq/u/m/auth/secure?session=9844883&token=6903839,phishing,1
http://idfc-login-update.click/m/session/u/?ts=6928293,phishing,1
http://federalbank-kyc-verify.click/auth/signin?sid=2409556,phishing,1
http://federalbank-account-block.xyz/auth/m/secure/auth,phishing,1
http://federalbank-verify-now.click/m/secure?session=7834806&ref=7386078,phishing,1
http://federalbank-verify-now.gq/m/u/id/cust/auth?uid=4775650&ts=9850221,phishing,1
http://federalbank-login-update.xyz/login/secure,phishing,1
http://indusind-kyc-verify.xyz/secure/session/login/verify,phishing,1
http://indusind-kyc-verify.top/auth/auth/login?session=1768353&sid=4099506,phishing,1
http://indusind-kyc-pending.top/secure/u/secure/login?sid=96127&session=4773428,phishing,1
http://indusind-account-block.top/secure/secure?session=9587723&sid=975360,phishing,1
http://indusind-account-suspended.gq/u/m/id/home?uid=5044457&token=8009257,phishing,1
http://indusind-verify-now.xyz/u/auth?session=7592165&sid=7890348,phishing,1
http://indusind-secure-login.top/id/?sid=4031489&ts=6109336,phishing,1
http://indusind-login-update.gq/u/verify?ts=1729365,phishing,1
http://rblbank-verify-now.top/login/id/index.php?ts=6731062&token=8132798,phishing,1
http://rblbank-secure-login.top/login/secure/id/index.php?ts=1773137,phishing,1
http://paytm-password-reset.zip/u/id/u/m/login,phishing,1
http://paytm-refund-portal.tk/login/id/id/auth,phishing,1
http://paytm-refund-portal.site/auth/verify/signin,phishing,1
http://paytm-refund-claim.xyz/secure/verify/id/signin,phishing,1
http://paytm-refund-claim.sbs/u/m/account/secure,phishing,1
http://paytm-tax-refund.click/m/verify/signin,phishing,1
http://paytm-tax-refund.gq/login/auth/m/login,phishing,1
http://paytm-tax-refund.tk/verify/login/cust/auth,phishing,1
http://paytm-subsidy-claim.buzz/login/signin,phishing,1
http://paytm-bonus-claim.cfd/verify/signin,phishing,1
http://paytm-bonus-claim.sbs/id/u/u/index.php,phishing,1
http://paytm-winner-2024.xyz/verify/account/secure,phishing,1
http://paytm-winner-2024.fit/id/id/secure,phishing,1
http://paytm-lottery-winner.top/login/secure/auth/home,phishing,1
http://paytm-lottery-winner.gq/id/auth/secure,phishing,1
http://paytm-lottery-winner.cfd/m/account/secure,phishing,1
http://paytm-lottery-winner.zip/u/redirect,phishing,1
http://paytm-lottery-winner.monster/id/verify,phishing,1
http://phonepe-password-reset.rest/id/index.php,phishing,1
http://phonepe-refund-claim.xyz/auth/id/auth/secure,phishing,1
http://phonepe-refund-claim.online/m/index.php,phishing,1
http://phonepe-tax-refund.monster/m/m/id/redirect,phishing,1
http://phonepe-subsidy-claim.xyz/m/session/u/redirect,phishing,1
http://phonepe-cashback.sbs/session/secure/u/account/secure,phishing,1
http://phonepe-winner-2024.click/id/m/verify/portal,phishing,1
http://phonepe-winner-2024.online/m/,phishing,1
http://phonepe-lottery-winner.tk/auth/auth/wap/login.html,phishing,1
http://phonepe-lottery-winner.zip/login/login/secure/index.php,phishing,1
http://gpay-password-reset.zip/secure/portal,phishing,1
http://gpay-password-reset.fit/secure/u/session/verify,phishing,1
http://gpay-refund-claim.click/auth/login/m/login,phishing,1
http://gpay-tax-refund.buzz/verify/index.php,phishing,1
http://gpay-tax-refund.fit/login/m/cust/auth,phishing,1
http://gpay-subsidy-claim.monster/login/secure,phishing,1
http://gpay-subsidy-claim.sbs/auth/secure,phishing,1
http://gpay-bonus-claim.cfd/login/login,phishing,1
http://gpay-bonus-claim.fit/secure/,phishing,1
http://gpay-rewards.fit/secure/session/auth,phishing,1
http://gpay-rewards.site/id/login/signin,phishing,1
http://googlepay-refund-claim.click/id/id/redirect,phishing,1
http://googlepay-refund-claim.rest/verify/cust/auth,phishing,1
http://googlepay-refund-claim.site/u/secure/signin,phishing,1
http://googlepay-tax-refund.click/m/redirect,phishing,1
http://googlepay-bonus-claim.cfd/login/home,phishing,1
http://googlepay-bonus-claim.online/u/verify/auth/login,phishing,1
http://googlepay-cashback.sbs/id/wap/login.html,phishing,1
http://googlepay-cashback.online/secure/verify/,phishing,1
http://googlepay-rewards.tk/u/u/wap/login.html,phishing,1
http://bhim-password-reset.cfd/auth/auth,phishing,1
http://bhim-password-reset.fit/login/secure/m/login,phishing,1
http://bhim-password-reset.online/id/m/login,phishing,1
http://bhim-refund-portal.cfd/id/auth/wap/login.html,phishing,1
http://bhim-refund-portal.sbs/secure/login/secure/redirect,phishing,1
http://bhim-refund-portal.online/session/home,phishing,1
http://bhim-refund-portal.site/m/u/secure/redirect,phishing,1
http://bhim-refund-claim.click/login/auth,phishing,1
http://bhim-refund-claim.fit/id/u/verify/home,phishing,1
http://bhim-refund-claim.site/verify/verify/login/,phishing,1
http://bhim-tax-refund.zip/auth/session/session/signin,phishing,1
http://bhim-tax-refund.rest/secure/m/u/redirect,phishing,1
http://bhim-bonus-claim.gq/login/account/secure,phishing,1
http://bhim-bonus-claim.monster/u/auth/m/login,phishing,1
http://bhim-cashback.xyz/verify/verify/account/secure,phishing,1
http://bhim-cashback.online/verify/redirect,phishing,1
http://bhim-rewards.click/secure/account/secure,phishing,1
http://bhim-rewards.monster/auth/session/id/auth,phishing,1
http://bhim-rewards.fit/secure/secure/login/portal,phishing,1
http://bhim-winner-2024.cfd/m/auth/session/m/login,phishing,1
http://bhim-winner-2024.zip/session/secure/auth/cust/auth,phishing,1
http://bhim-lottery-winner.click/auth/id/home,phishing,1
http://bhim-lottery-winner.sbs/secure/portal,phishing,1
http://bhim-lottery-winner.fit/session/m/verify,phishing,1
http://mobikwik-password-reset.gq/m/verify/session/home,phishing,1
http://mobikwik-password-reset.rest/u/account/secure,phishing,1
http://mobikwik-password-reset.online/id/id/secure,phishing,1
http://mobikwik-refund-claim.site/login/index.php,phishing,1
http://mobikwik-tax-refund.tk/secure/redirect,phishing,1
http://mobikwik-tax-refund.rest/verify/wap/login.html,phishing,1
http://mobikwik-tax-refund.online/session/auth,phishing,1
http://mobikwik-subsidy-claim.top/u/verify/u/index.php,phishing,1
http://mobikwik-subsidy-claim.click/auth/verify/login,phishing,1
http://mobikwik-subsidy-claim.buzz/session/m/verify,phishing,1
http://mobikwik-subsidy-claim.monster/m/wap/login.html,phishing,1
http://mobikwik-cashback.buzz/session/auth/secure,phishing,1
http://mobikwik-winner-2024.click/verify/verify/secure,phishing,1
http://mobikwik-winner-2024.site/auth/u/id/home,phishing,1
http://mobikwik-lottery-winner.buzz/session/portal,phishing,1
http://mobikwik-lottery-winner.monster/verify/secure/cust/auth,phishing,1
http://freecharge-password-reset.xyz/login/verify/verify/account/secure,phishing,1
http://freecharge-password-reset.monster/u/verify,phishing,1
http://freecharge-password-reset.rest/secure/id/secure/home,phishing,1
http://freecharge-refund-portal.click/auth/session/home,phishing,1
http://freecharge-refund-portal.tk/m/wap/login.html,phishing,1
http://freecharge-refund-portal.cfd/secure/verify/cust/auth,phishing,1
http://freecharge-refund-claim.monster/auth/u/signin,phishing,1
http://freecharge-tax-refund.buzz/session/wap/login.html,phishing,1
http://freecharge-subsidy-claim.top/m/verify/portal,phishing,1
http://freecharge-subsidy-claim.gq/id/u/wap/login.html,phishing,1
http://freecharge-subsidy-claim.cfd/secure/u/u/wap/login.html,phishing,1
http://freecharge-subsidy-claim.fit/secure/auth,phishing,1
http://freecharge-cashback.cfd/m/redirect,phishing,1
http://freecharge-cashback.buzz/secure/session/secure/auth,phishing,1
http://freecharge-cashback.zip/m/session/cust/auth,phishing,1
http://freecharge-rewards.tk/verify/id/id/auth,phishing,1
http://freecharge-rewards.rest/id/auth/secure/cust/auth,phishing,1
http://freecharge-winner-2024.zip/login/verify/u/account/secure,phishing,1
http://freecharge-lottery-winner.sbs/id/verify/auth/account/secure,phishing,1
http://cred-password-reset.fit/m/u/cust/auth,phishing,1
http://cred-password-reset.rest/verify/login/login/account/secure,phishing,1
http://cred-refund-portal.top/session/secure/secure,phishing,1
http://cred-refund-portal.zip/auth/m/login,phishing,1
http://cred-refund-portal.rest/verify/login/u/portal,phishing,1
http://cred-refund-claim.zip/secure/m/signin,phishing,1
http://cred-tax-refund.zip/id/id/login,phishing,1
http://cred-subsidy-claim.sbs/secure/id/account/secure,phishing,1
http://cred-bonus-claim.gq/secure/login/auth/login,phishing,1
http://cred-bonus-claim.monster/id/id/auth,phishing,1
http://cred-bonus-claim.online/login/m/wap/login.html,phishing,1
http://cred-cashback.monster/m/redirect,phishing,1
http://cred-cashback.rest/m/cust/auth,phishing,1
http://cred-winner-2024.xyz/login/m/id/home,phishing,1
http://cred-winner-2024.tk/m/secure/wap/login.html,phishing,1
http://cred-winner-2024.zip/verify/m/wap/login.html,phishing,1
http://cred-lottery-winner.gq/m/id/verify/,phishing,1
http://indiapost-customs-charge.gq/track?id=6647079,phishing,1
http://indiapost-delivery-failed.zip/track?id=2627027,phishing,1
http://indiapost-package-stuck.click/track?id=9636161,phishing,1
http://indiapost-courier-pending.buzz/track?id=7218564,phishing,1
http://indiapost-address-update.tk/track?id=7955486,phishing,1
http://dtdc-customs-charge.site/track?id=2637120,phishing,1
http://dtdc-delivery-failed.click/track?id=9003751,phishing,1
http://dtdc-package-stuck.tk/track?id=1172321,phishing,1
http://dtdc-courier-pending.gq/track?id=3660412,phishing,1
http://dtdc-address-update.tk/track?id=9310792,phishing,1
http://bluedart-customs-charge.buzz/track?id=3057370,phishing,1
http://bluedart-delivery-failed.online/track?id=1912072,phishing,1
http://bluedart-package-stuck.tk/track?id=1217594,phishing,1
http://bluedart-courier-pending.site/track?id=2933303,phishing,1
http://bluedart-address-update.top/track?id=1230711,phishing,1
http://fedex-customs-charge.gq/track?id=5440969,phishing,1
http://fedex-delivery-failed.xyz/track?id=4162736,phishing,1
http://fedex-package-stuck.monster/track?id=5111908,phishing,1
http://fedex-courier-pending.top/track?id=7699499,phishing,1
http://fedex-address-update.online/track?id=2892838,phishing,1
http://dhl-customs-charge.fit/track?id=4434451,phishing,1
http://dhl-delivery-failed.gq/track?id=4529385,phishing,1
http://dhl-package-stuck.rest/track?id=1014723,phishing,1
http://dhl-courier-pending.online/track?id=4304800,phishing,1
http://dhl-address-update.tk/track?id=1836836,phishing,1
http://delhivery-customs-charge.zip/track?id=3371520,phishing,1
http://delhivery-delivery-failed.cfd/track?id=3774607,phishing,1
http://delhivery-package-stuck.online/track?id=2458607,phishing,1
http://delhivery-courier-pending.tk/track?id=6725462,phishing,1
http://delhivery-address-update.gq/track?id=6214372,phishing,1
http://ekartlogistics-customs-charge.cfd/track?id=2183408,phishing,1
http://ekartlogistics-delivery-failed.click/track?id=2048420,phishing,1
http://ekartlogistics-package-stuck.monster/track?id=4168818,phishing,1
http://ekartlogistics-courier-pending.buzz/track?id=4963920,phishing,1
http://ekartlogistics-address-update.zip/track?id=4241839,phishing,1
http://shadowfax-customs-charge.xyz/track?id=6886966,phishing,1
http://shadowfax-delivery-failed.site/track?id=1373904,phishing,1
http://shadowfax-package-stuck.top/track?id=6058313,phishing,1
http://shadowfax-courier-pending.site/track?id=9611440,phishing,1
http://shadowfax-address-update.fit/track?id=3300920,phishing,1
http://uidai-subsidy.click/session/login/account/secure,phishing,1
http://uidai-subsidy.zip/m/session/id/verify,phishing,1
http://uidai-verify.xyz/verify/auth/id/redirect,phishing,1
http://uidai-claim.buzz/session/login/verify/login,phishing,1
http://incometax-refund.xyz/id/login/id/portal,phishing,1
http://incometax-refund.site/secure/portal,phishing,1
http://incometax-kyc.click/auth/cust/auth,phishing,1
http://incometax-kyc.buzz/session/verify/secure,phishing,1
http://incometax-verify.buzz/auth/verify/login/wap/login.html,phishing,1
http://rbi-refund.buzz/session/auth,phishing,1
http://rbi-refund.monster/id/u/,phishing,1
http://rbi-refund.fit/session/redirect,phishing,1
http://rbi-subsidy.click/id/redirect,phishing,1
http://rbi-subsidy.tk/auth/home,phishing,1
http://rbi-subsidy.monster/u/secure/u/wap/login.html,phishing,1
http://rbi-verify.top/verify/login/u/login,phishing,1
http://rbi-claim.top/login/home,phishing,1
http://rbi-claim.click/m/portal,phishing,1
http://rbi-claim.online/secure/auth/verify,phishing,1
http://epfo-refund.xyz/m/id/portal,phishing,1
http://epfo-refund.top/m/auth/auth/home,phishing,1
http://epfo-refund.rest/secure/auth/m/account/secure,phishing,1
http://epfo-refund.online/login/login/secure/redirect,phishing,1
http://epfo-refund.site/m/m/u/home,phishing,1
http://epfo-subsidy.click/session/verify/auth,phishing,1
http://epfo-subsidy.cfd/auth/id/cust/auth,phishing,1
http://epfo-subsidy.fit/login/auth/secure/m/login,phishing,1
http://epfo-kyc.top/m/signin,phishing,1
http://epfo-verify.tk/m/verify/u/secure,phishing,1
http://epfo-verify.zip/m/login/m/signin,phishing,1
http://epfo-verify.monster/session/verify,phishing,1
http://epfo-verify.online/id/login/signin,phishing,1
http://epfo-claim.xyz/m/auth/id/cust/auth,phishing,1
http://epfo-claim.top/m/auth/u/wap/login.html,phishing,1
http://epfo-claim.gq/login/verify/,phishing,1
http://epfo-claim.tk/secure/u/session/redirect,phishing,1
http://irctc-refund.gq/login/u/index.php,phishing,1
http://irctc-refund.cfd/id/m/m/signin,phishing,1
http://irctc-verify.buzz/session/verify,phishing,1
http://irctc-verify.fit/secure/m/login,phishing,1
http://irctc-claim.top/secure/home,phishing,1
http://tncrime-refund.buzz/m/verify/home,phishing,1
http://tncrime-refund.zip/secure/verify/cust/auth,phishing,1
http://tncrime-refund.rest/auth/auth/verify/home,phishing,1
http://tncrime-subsidy.click/auth/login/verify,phishing,1
http://tncrime-subsidy.buzz/secure/m/login,phishing,1
http://tncrime-subsidy.zip/login/secure/id/account/secure,phishing,1
http://tncrime-kyc.top/auth/auth/verify,phishing,1
http://tncrime-kyc.site/m/login/m/portal,phishing,1
http://tncrime-verify.monster/auth/session/m/account/secure,phishing,1
http://tncrime-verify.fit/m/index.php,phishing,1
http://tncrime-claim.click/login/verify,phishing,1
http://tncrime-claim.gq/u/session/wap/login.html,phishing,1
http://tncrime-claim.buzz/u/id/redirect,phishing,1
http://tncrime-claim.zip/id/secure/,phishing,1
http://tncrime-claim.sbs/id/u/cust/auth,phishing,1
http://tncrime-claim.fit/session/session/secure,phishing,1
http://tngov-refund.tk/auth/session/login/index.php,phishing,1
http://tngov-refund.fit/m/index.php,phishing,1
http://tngov-subsidy.buzz/verify/secure,phishing,1
http://tngov-kyc.cfd/m/login/verify/signin,phishing,1
http://tngov-claim.top/verify/redirect,phishing,1
http://tngov-claim.click/login/m/auth/verify,phishing,1
http://tngov-claim.buzz/m/u/auth,phishing,1
http://tnpolice-refund.zip/id/index.php,phishing,1
http://tnpolice-subsidy.tk/verify/m/id/auth,phishing,1
http://tnpolice-subsidy.sbs/auth/session/session/account/secure,phishing,1
http://tnpolice-subsidy.rest/auth/auth/signin,phishing,1
http://tnpolice-subsidy.site/m/m/signin,phishing,1
http://tnpolice-verify.xyz/u/m/cust/auth,phishing,1
http://tnpolice-verify.tk/id/auth,phishing,1
http://tnpolice-verify.fit/m/auth/u/account/secure,phishing,1
http://sbbi-secure.buzz/login,phishing,1
http://hddfc-secure.fit/login,phishing,1
http://iccici-secure.gq/login,phishing,1
http://iciici-secure.online/login,phishing,1
http://icicci-secure.cfd/login,phishing,1
http://axxis-secure.click/login,phishing,1
http://axiis-secure.buzz/login,phishing,1
http://kootak-secure.xyz/login,phishing,1
http://kottak-secure.sbs/login,phishing,1
http://kotaak-secure.monster/login,phishing,1
http://caanara-secure.cfd/login,phishing,1
http://cannara-secure.zip/login,phishing,1
http://pnnb-secure.online/login,phishing,1
http://unnionbank-secure.gq/login,phishing,1
http://uniionbank-secure.sbs/login,phishing,1
http://unioonbank-secure.fit/login,phishing,1
http://unionnbank-secure.cfd/login,phishing,1
http://boobibank-secure.fit/login,phishing,1
http://bobbibank-secure.site/login,phishing,1
http://bobiibank-secure.online/login,phishing,1
http://bobibbank-secure.buzz/login,phishing,1
http://bobibaank-secure.zip/login,phishing,1
http://yeesbank-secure.buzz/login,phishing,1
http://yessbank-secure.monster/login,phishing,1
http://yesbbank-secure.fit/login,phishing,1
http://yesbaank-secure.xyz/login,phishing,1
http://yesbannk-secure.top/login,phishing,1
http://iddfc-secure.online/login,phishing,1
http://idffc-secure.click/login,phishing,1
http://feederalbank-secure.sbs/login,phishing,1
http://fedderalbank-secure.cfd/login,phishing,1
http://fedeeralbank-secure.cfd/login,phishing,1
http://inndusind-secure.cfd/login,phishing,1
http://inddusind-secure.monster/login,phishing,1
http://induusind-secure.zip/login,phishing,1
http://indussind-secure.zip/login,phishing,1
http://indusiind-secure.click/login,phishing,1
http://rbblbank-secure.top/login,phishing,1
http://rbllbank-secure.top/login,phishing,1
http://rblbbank-secure.cfd/login,phishing,1
http://rblbaank-secure.online/login,phishing,1
http://rblbannk-secure.tk/login,phishing,1
http://paaytm-secure.fit/login,phishing,1
http://payytm-secure.xyz/login,phishing,1
http://payttm-secure.gq/login,phishing,1
http://phhonepe-secure.tk/login,phishing,1
http://phoonepe-secure.tk/login,phishing,1
http://gppay-secure.sbs/login,phishing,1
http://gpaay-secure.top/login,phishing,1
http://goooglepay-secure.xyz/login,phishing,1
http://goooglepay-secure.gq/login,phishing,1
http://googglepay-secure.gq/login,phishing,1
http://bhhim-secure.buzz/login,phishing,1
http://bhiim-secure.tk/login,phishing,1
http://moobikwik-secure.cfd/login,phishing,1
http://mobbikwik-secure.buzz/login,phishing,1
http://mobiikwik-secure.top/login,phishing,1
http://frreecharge-secure.tk/login,phishing,1
http://freeecharge-secure.online/login,phishing,1
http://freeecharge-secure.cfd/login,phishing,1
http://freeccharge-secure.site/login,phishing,1
http://freechharge-secure.top/login,phishing,1
http://crred-secure.gq/login,phishing,1
http://creed-secure.monster/login,phishing,1
http://ammazon-secure.top/login,phishing,1
http://amaazon-secure.gq/login,phishing,1
http://amazzon-secure.buzz/login,phishing,1
http://fllipkart-secure.online/login,phishing,1
http://fliipkart-secure.site/login,phishing,1
http://flippkart-secure.sbs/login,phishing,1
http://flipkkart-secure.sbs/login,phishing,1
http://flipkaart-secure.top/login,phishing,1
http://paaypal-secure.xyz/login,phishing,1
http://payypal-secure.site/login,phishing,1
http://payppal-secure.online/login,phishing,1
http://paypaal-secure.sbs/login,phishing,1
http://gooogle-secure.site/login,phishing,1
http://appple-secure.cfd/login,phishing,1
http://appple-secure.tk/login,phishing,1
http://applle-secure.site/login,phishing,1
http://miicrosoft-secure.click/login,phishing,1
http://miccrosoft-secure.zip/login,phishing,1
http://bit.ly/51jmpwqkz,phishing,1
http://bit.ly/0uevru,phishing,1
http://bit.ly/8n7b6,phishing,1
http://tinyurl.com/f4vkvni,phishing,1
http://tinyurl.com/m8p2rb,phishing,1
http://tinyurl.com/8bvou,phishing,1
http://t.co/owx7xh,phishing,1
http://t.co/c62lc,phishing,1
http://t.co/bl391zfe,phishing,1
http://is.gd/jrwe5,phishing,1
http://is.gd/3rv8hk4t3,phishing,1
http://is.gd/2dw2ted8d,phishing,1
http://buff.ly/n4cy32e0,phishing,1
http://buff.ly/7kqzeg2,phishing,1
http://buff.ly/2fj66o6h,phishing,1
http://ow.ly/a0fhq9scv,phishing,1
http://ow.ly/8oexgu0,phishing,1
http://ow.ly/ctiayjz5m,phishing,1
http://soo.gd/iw06trh,phishing,1
http://soo.gd/w085whf,phishing,1
http://soo.gd/4hjzcph7p,phishing,1
http://159.16.141.211/indusind/verify/m/m/cust/auth,phishing,1
http://90.37.85.251/idfc/secure/secure/id/cust/auth,phishing,1
http://78.48.115.184/idfc/auth/portal,phishing,1
http://227.215.19.205/axis/login/login,phishing,1
http://32.75.43.205/paytm/verify/verify/u/index.php,phishing,1
http://211.201.243.43/yesbank/auth/secure/m/cust/auth,phishing,1
http://201.123.240.175/axis/m/login/session/m/login,phishing,1
http://183.34.163.177/rblbank/login/u/,phishing,1
http://5.75.229.225/mobikwik/session/login/auth/portal,phishing,1
http://192.45.19.175/federalbank/m/login,phishing,1
http://241.187.248.190/canara/m/m/login,phishing,1
http://1.176.222.108/bobibank/auth/,phishing,1
http://121.194.234.176/kotak/login/session/wap/login.html,phishing,1
http://214.187.108.153/indusind/session/verify/login/m/login,phishing,1
http://226.60.135.179/yesbank/secure/verify/secure,phishing,1
http://login.sbi.auth-verify.xyz/,phishing,1
http://login.sbi.session-id.top/,phishing,1
http://login.sbi.session-id.click/,phishing,1
http://login.sbi.auth-verify.gq/,phishing,1
http://login.sbi.secure-portal.tk/,phishing,1
http://login.hdfc.secure-portal.xyz/,phishing,1
http://login.hdfc.secure-portal.top/,phishing,1
http://login.hdfc.session-id.click/,phishing,1
http://login.hdfc.auth-verify.gq/,phishing,1
http://login.hdfc.auth-verify.tk/,phishing,1
http://login.icici.session-id.xyz/,phishing,1
http://login.icici.session-id.top/,phishing,1
http://login.icici.auth-verify.click/,phishing,1
http://login.icici.session-id.gq/,phishing,1
http://login.icici.auth-verify.tk/,phishing,1
http://login.axis.session-id.xyz/,phishing,1
http://login.axis.secure-portal.top/,phishing,1
http://login.axis.auth-verify.click/,phishing,1
http://login.axis.auth-verify.gq/,phishing,1
http://login.axis.session-id.tk/,phishing,1
http://login.kotak.auth-verify.xyz/,phishing,1
http://login.kotak.session-id.top/,phishing,1
http://login.kotak.auth-verify.click/,phishing,1
http://login.kotak.auth-verify.gq/,phishing,1
http://login.kotak.auth-verify.tk/,phishing,1
http://login.canara.session-id.xyz/,phishing,1
http://login.canara.secure-portal.top/,phishing,1
http://login.canara.secure-portal.click/,phishing,1
http://login.canara.secure-portal.gq/,phishing,1
http://login.canara.session-id.tk/,phishing,1
http://login.paytm.auth-verify.xyz/,phishing,1
http://login.paytm.session-id.top/,phishing,1
http://login.paytm.session-id.click/,phishing,1
http://login.paytm.secure-portal.gq/,phishing,1
http://login.paytm.secure-portal.tk/,phishing,1
http://login.phonepe.auth-verify.xyz/,phishing,1
http://login.phonepe.secure-portal.top/,phishing,1
http://login.phonepe.auth-verify.click/,phishing,1
http://login.phonepe.session-id.gq/,phishing,1
http://login.phonepe.secure-portal.tk/,phishing,1
http://login.gpay.session-id.xyz/,phishing,1
http://login.gpay.secure-portal.top/,phishing,1
http://login.gpay.secure-portal.click/,phishing,1
http://login.gpay.session-id.gq/,phishing,1
http://login.gpay.auth-verify.tk/,phishing,1
http://login.googlepay.secure-portal.xyz/,phishing,1
http://login.googlepay.secure-portal.top/,phishing,1
http://login.googlepay.secure-portal.click/,phishing,1
http://login.googlepay.session-id.gq/,phishing,1
http://login.googlepay.secure-portal.tk/,phishing,1
http://xn--pypl-53dc3a.com/login,phishing,1
http://xn--ppl-2na6c.com/login,phishing,1
http://xn--ggle-55da.com/login,phishing,1
http://xn--mzon-pra.com/login,phishing,1
http://xn--mcrosoft-fya.com/login,phishing,1
http://qr-paytm-payment.zip/scan?amt=2346,phishing,1
http://qr-phonepe-payment.buzz/scan?amt=44987,phishing,1
http://qr-gpay-payment.sbs/scan?amt=45862,phishing,1
http://qr-googlepay-payment.top/scan?amt=4437,phishing,1
http://qr-bhim-payment.tk/scan?amt=6223,phishing,1
http://qr-mobikwik-payment.zip/scan?amt=21069,phishing,1
http://qr-freecharge-payment.buzz/scan?amt=9312,phishing,1
http://qr-cred-payment.site/scan?amt=34519,phishing,1
http://qr-bharatpe-payment.xyz/scan?amt=49869,phishing,1
http://qr-myamaha-payment.click/scan?amt=27751,phishing,1
http://tn-aadhaar-update.xyz/verify/secure/verify,phishing,1
http://tn-aadhaar-update.top/auth/m/index.php,phishing,1
http://tn-aadhaar-update.click/auth/portal,phishing,1
http://tn-aadhaar-update.gq/auth/u/signin,phishing,1
http://tn-aadhaar-update.tk/session/auth/m/,phishing,1
http://tn-aadhaar-update.cfd/auth/session/m/index.php,phishing,1
http://tn-pan-link.xyz/u/auth/login/auth,phishing,1
http://tn-pan-link.top/m/auth/u/verify,phishing,1
http://tn-pan-link.click/verify/auth/m/account/secure,phishing,1
http://tn-pan-link.gq/session/login/home,phishing,1
http://tn-pan-link.tk/m/id/redirect,phishing,1
http://tn-pan-link.cfd/secure/u/redirect,phishing,1
http://tn-rationcard-renew.xyz/m/u/session/portal,phishing,1
http://tn-rationcard-renew.top/auth/session/account/secure,phishing,1
http://tn-rationcard-renew.click/m/m/cust/auth,phishing,1
http://tn-rationcard-renew.gq/session/verify/secure/wap/login.html,phishing,1
